Class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.507584631,0.224741727,-0.282031536,0.999994874,0.513682425,0.206272662,-0.25133428,0.999988317,0.518016279,0.206132531,-0.25128904,0.999980569,0.522729218,0.206100196,-0.251398027,0.999979615,0.500600278,0.207063809,-0.249042004,0.999993086,0.496147007,0.207470953,-0.249101102,0.999990463,0.49180907,0.208117545,-0.249056712,0.999992609,0.529157043,0.213616669,-0.110887907,0.999971151,0.486189842,0.216183573,-0.098971844,0.999994159,0.51752013,0.243936151,-0.233299762,0.999969721,0.500856757,0.246200234,-0.229937673,0.999985456,0.570823908,0.311986715,-0.034268431,0.99923265,0.45189184,0.325951576,-0.040673744,0.999808013,0.660024524,0.2830396,-0.093221284,0.998987734,0.358883977,0.315948159,-0.103932165,0.999581635,0.670280099,0.154948294,-0.204040468,0.996258974,0.341399699,0.175941557,-0.221041232,0.998541355,0.675698638,0.115999281,-0.236827329,0.977396369,0.332743168,0.139310092,-0.261799842,0.988290668,0.668557584,0.111136943,-0.228179961,0.97650367,0.33993113,0.13346383,-0.250988156,0.98702985,0.663412571,0.123752289,-0.208348989,0.974418163,0.346238971,0.145634025,-0.224359006,0.985634148,0.559800088,0.59498173,-0.00534664,0.999446213,0.482511997,0.59722209,0.005381737,0.999799311,0.664294839,0.713111579,-0.216160998,0.994122088,0.376780748,0.719984829,-0.219050467,0.998927772,0.671383142,0.900144815,0.031753495,0.98913455,0.371834099,0.907262743,0.028246222,0.99789387,0.659951687,0.932444513,0.049466282,0.968790293,0.384243488,0.936306953,0.04630236,0.989172935,0.730102181,0.940232396,-0.076487273,0.966395676,0.322594941,0.957113028,-0.069975898,0.987721384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.630644917,0.202093259,-0.144395709,0.999990225,0.637233198,0.177109331,-0.109543703,0.999991894,0.641726434,0.175397187,-0.109559491,0.999985337,0.646558344,0.173887342,-0.109646976,0.999986053,0.621980011,0.181293651,-0.109856032,0.999993801,0.617069781,0.182193443,-0.109866835,0.999991059,0.612451196,0.182925761,-0.109798715,0.999993324,0.653436542,0.182736665,0.056271981,0.999983788,0.605914533,0.193088114,0.0570179,0.999994278,0.639482856,0.226533949,-0.08440271,0.99998343,0.622842669,0.227863103,-0.084709324,0.999990344,0.700350702,0.318428338,0.113201752,0.999509215,0.568156362,0.327079892,0.105322644,0.999782622,0.745288849,0.471269518,-0.069743499,0.964507699,0.522225082,0.472010553,-0.07089328,0.972032666,0.651770175,0.418931782,-0.289299905,0.919737577,0.611461282,0.418293685,-0.264013797,0.93190819,0.637502372,0.379166484,-0.334118575,0.794034481,0.624610901,0.376003563,-0.30672577,0.806522369,0.638163626,0.367689103,-0.299170405,0.768045723,0.623569429,0.369250417,-0.279873699,0.763059378,0.641417444,0.379421949,-0.278786898,0.671277463,0.621909738,0.383251727,-0.25551787,0.682522893,0.673091888,0.607752323,-0.007229502,0.999635339,0.589624584,0.60891062,0.007239875,0.99974972,0.81445235,0.630847812,-0.300192505,0.977352083,0.455575317,0.625665665,-0.289236128,0.994203985,0.806802154,0.87942028,-0.061940461,0.973020911,0.451614767,0.87575531,-0.04005681,0.991446018,0.793503463,0.918953896,-0.041671272,0.950907886,0.46433419,0.915166914,-0.018342547,0.969841719,0.863054395,0.937379599,-0.17075932,0.923960209,0.394108474,0.938708186,-0.137860149,0.946794093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.500127733,0.137278825,-0.201328844,0.999987006,0.508547187,0.116828285,-0.159361854,0.999983549,0.514004588,0.116082579,-0.159412459,0.999972582,0.519113004,0.115556829,-0.159486845,0.999973416,0.490514189,0.119014174,-0.160118431,0.999989033,0.483619809,0.119897626,-0.160165861,0.999985099,0.477569461,0.121029429,-0.160144597,0.999988794,0.526152134,0.125970513,0.03366594,0.999960899,0.468731225,0.132084429,0.033348259,0.999987245,0.509458363,0.162453353,-0.131973371,0.999962449,0.488381207,0.164172083,-0.132697955,0.999979258,0.572389722,0.273195177,0.094066247,0.999131262,0.423885018,0.270485759,0.090088531,0.999855161,0.610183239,0.439174861,-0.113386758,0.95801419,0.386216193,0.429691344,-0.113394476,0.972159207,0.512421548,0.386694252,-0.376784444,0.904586136,0.482248455,0.378404975,-0.349954277,0.948349535,0.498948604,0.342845529,-0.432348371,0.784516394,0.495629996,0.332604021,-0.403881311,0.860533059,0.499849051,0.333323419,-0.398646057,0.761298656,0.493565261,0.326953232,-0.376952261,0.830534637,0.502319813,0.347898483,-0.367586523,0.661210418,0.491279751,0.344751358,-0.342281193,0.764255226,0.539235175,0.584039211,-0.011111706,0.999469221,0.446136922,0.579241693,0.011058392,0.999824226,0.701710939,0.645267308,-0.313763231,0.985053122,0.304995894,0.649271369,-0.341880441,0.996293008,0.711116195,0.904944122,-0.048227914,0.983100772,0.29246676,0.90364325,-0.050284654,0.995377779,0.695295334,0.947966576,-0.028041016,0.957548976,0.307710409,0.950881362,-0.026773585,0.9809286,0.787093163,0.956268847,-0.187994719,0.94964087,0.215458572,0.953707993,-0.178479329,0.972086608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.558427393,0.413202584,-0.218636051,0.999997854,0.557463348,0.401012599,-0.201001927,0.999992728,0.557185352,0.400537521,-0.200994566,0.99999094,0.55681169,0.400055766,-0.201039001,0.999991417,0.554714143,0.399932534,-0.217339858,0.999996543,0.552326798,0.398754537,-0.217387468,0.999995708,0.549772024,0.397602558,-0.217371732,0.99999547,0.546308756,0.399538934,-0.102048978,0.999987841,0.534692049,0.3966645,-0.177576035,0.999995589,0.554124713,0.421713263,-0.180553526,0.999994874,0.550834239,0.420669734,-0.202564523,0.999996662,0.565481186,0.452873617,-0.0415764,0.999991417,0.486535758,0.454264462,-0.121086456,0.999988079,0.605009615,0.512031674,0.026687823,0.998470247,0.439428747,0.512147069,-0.115282126,0.998014569,0.585075319,0.575244844,-0.046187539,0.995312691,0.465812385,0.575903714,-0.165334076,0.990030289,0.583069801,0.588416576,-0.074726358,0.980461597,0.471425205,0.591961026,-0.191692218,0.968646646,0.578050256,0.584705174,-0.094706967,0.982609272,0.47738269,0.587113798,-0.208321303,0.966760635,0.576954424,0.580068827,-0.055710323,0.975157738,0.477313727,0.582527936,-0.171284854,0.947218537,0.551550746,0.599378288,0.012010979,0.99930191,0.498081058,0.600185931,-0.01195086,0.999741495,0.63236922,0.660682321,-0.145887643,0.988170624,0.420895278,0.656784594,-0.205067679,0.993275404,0.644042313,0.779787779,-0.010717644,0.974628866,0.408383936,0.775570154,-0.054317717,0.992246866,0.635182261,0.795880795,-0.00150937,0.959705174,0.417594016,0.793265879,-0.044349506,0.952069044,0.679089427,0.804259598,-0.084951989,0.935888171,0.375503808,0.806929588,-0.145258561,0.955533564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.516611278,0.161596924,-0.221422255,0.999990106,0.516334534,0.146240503,-0.182392791,0.999990344,0.518594205,0.146479756,-0.182474375,0.999987841,0.52061826,0.146704793,-0.182523027,0.999988675,0.506118715,0.146633118,-0.208658516,0.999991179,0.500514448,0.14700897,-0.208716542,0.999989986,0.493847847,0.147469401,-0.208757907,0.999990106,0.511918664,0.155939907,0.00315447,0.999974012,0.474894375,0.156853706,-0.111714251,0.999992251,0.51924777,0.184434354,-0.153285384,0.999975801,0.507597923,0.182721317,-0.186776385,0.999985576,0.538309395,0.283565164,0.131875366,0.999177158,0.434760749,0.268039107,-0.115940191,0.999875784,0.584079623,0.427812845,-0.033926863,0.875965178,0.43795383,0.413241208,-0.22337012,0.990671396,0.538828075,0.349188447,-0.375780046,0.862961352,0.514955878,0.358286858,-0.295466065,0.985212207,0.532094657,0.317288399,-0.438025266,0.76641959,0.528414428,0.328627884,-0.330771178,0.961373746,0.526567638,0.304144263,-0.422462493,0.763656795,0.523015082,0.315357089,-0.323959112,0.955319822,0.526481211,0.31423831,-0.379832655,0.69036305,0.519235313,0.32424137,-0.290010124,0.919404805,0.513996422,0.52640748,0.075389042,0.999718249,0.447347164,0.522506595,-0.075275138,0.999711454,0.645976543,0.617890358,-0.219707668,0.986152411,0.389407814,0.63890475,-0.303604186,0.997604191,0.617971241,0.823900104,-0.106335282,0.989526987,0.339949906,0.824970126,-0.109516792,0.994128942,0.59989059,0.864947319,-0.103920385,0.97617346,0.339340299,0.853463769,-0.09783648,0.941513538,0.688749254,0.869646311,-0.250093043,0.981099546,0.322220325,0.884537458,-0.249826312,0.98360908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.50041455,0.144409209,-0.075662047,0.999996424,0.509113371,0.122604527,-0.043739218,0.999996543,0.514637947,0.122556716,-0.043755464,0.999994516,0.518597245,0.122683614,-0.043845307,0.999994993,0.492318541,0.12217018,-0.041775651,0.999996424,0.48696667,0.12214902,-0.041803416,0.999994636,0.483759582,0.122240938,-0.041748915,0.99999547,0.525857449,0.136033446,0.103011273,0.999994516,0.478025019,0.135387689,0.115529388,0.999994159,0.51079458,0.171162635,-0.02296791,0.999987721,0.490802646,0.170890361,-0.019985765,0.999985337,0.567313075,0.282364547,0.135279343,0.999497175,0.44171679,0.285610676,0.133889362,0.999743521,0.58651036,0.446748167,-0.059035644,0.924134076,0.423287064,0.438869715,-0.068546183,0.912507176,0.52032268,0.339564741,-0.242869943,0.923803806,0.493881613,0.338131547,-0.26249063,0.917543471,0.512223482,0.300817579,-0.280883014,0.837872446,0.499244452,0.289571673,-0.304824382,0.815344095,0.512447059,0.289464921,-0.252213746,0.817104518,0.496987313,0.284305394,-0.280301213,0.7738083,0.514337063,0.302558511,-0.234880507,0.748669088,0.497009337,0.299968183,-0.257304579,0.720769405,0.537591875,0.610506237,-0.007506621,0.999846935,0.455433756,0.603186727,0.00747206,0.999923468,0.684342206,0.676854193,-0.263357908,0.993349969,0.321451068,0.669649482,-0.235588193,0.99825722,0.671940327,0.921798229,0.003977723,0.98989445,0.326705337,0.923591852,0.026176,0.997478426,0.657785058,0.961491108,0.026745522,0.968970239,0.340337038,0.963383436,0.048811879,0.983768523,0.728705227,0.9694556,-0.091659062,0.965994656,0.265808642,0.965172827,-0.058048494,0.982249796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.505492866,0.374551505,-0.319829166,0.99998951,0.511330724,0.360580146,-0.292000592,0.999978185,0.514807701,0.360393673,-0.292036444,0.999966502,0.518532038,0.360401452,-0.292188406,0.999964237,0.49928692,0.361387253,-0.294180453,0.999979734,0.495391935,0.36154902,-0.294241786,0.999973059,0.491683871,0.361538768,-0.294246525,0.999975443,0.523997784,0.366572261,-0.151965663,0.999964118,0.486207396,0.367783964,-0.160065368,0.999978423,0.512466908,0.388714135,-0.269595504,0.999959469,0.49862057,0.388481438,-0.272100836,0.999968886,0.552394986,0.439985901,-0.066115238,0.998820722,0.45618856,0.442029476,-0.082724072,0.998985827,0.615290046,0.468123108,-0.116612464,0.99588275,0.395946741,0.470624477,-0.120289214,0.995310009,0.657479227,0.379942626,-0.258489192,0.989696503,0.347480774,0.395002723,-0.248519912,0.991629243,0.673486114,0.354564607,-0.289602667,0.960672557,0.328759432,0.37453115,-0.282039464,0.968214571,0.669000387,0.342521876,-0.301132411,0.960848629,0.333601564,0.36376664,-0.293633133,0.966512322,0.662249327,0.352509111,-0.269776881,0.953996658,0.340654254,0.370576501,-0.259027898,0.960715353,0.538652778,0.63064152,0.002045288,0.999033928,0.473846883,0.630865097,-0.002119732,0.999485731,0.629573345,0.713357627,-0.190190122,0.995065808,0.382408023,0.715209663,-0.172453105,0.997313678,0.639413953,0.845242262,0.068876073,0.991430819,0.372899145,0.844411492,0.067662247,0.996453524,0.629413426,0.864094138,0.089239828,0.975008011,0.383656323,0.862308979,0.086664781,0.983091176,0.674574077,0.906241536,-0.025423987,0.965735018,0.344493359,0.901716709,-0.025688726,0.975295126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.505492866,0.374551505,-0.319829166,0.99998951,0.511330724,0.360580146,-0.292000592,0.999978185,0.514807701,0.360393673,-0.292036444,0.999966502,0.518532038,0.360401452,-0.292188406,0.999964237,0.49928692,0.361387253,-0.294180453,0.999979734,0.495391935,0.36154902,-0.294241786,0.999973059,0.491683871,0.361538768,-0.294246525,0.999975443,0.523997784,0.366572261,-0.151965663,0.999964118,0.486207396,0.367783964,-0.160065368,0.999978423,0.512466908,0.388714135,-0.269595504,0.999959469,0.49862057,0.388481438,-0.272100836,0.999968886,0.552394986,0.439985901,-0.066115238,0.998820722,0.45618856,0.442029476,-0.082724072,0.998985827,0.615290046,0.468123108,-0.116612464,0.99588275,0.395946741,0.470624477,-0.120289214,0.995310009,0.657479227,0.379942626,-0.258489192,0.989696503,0.347480774,0.395002723,-0.248519912,0.991629243,0.673486114,0.354564607,-0.289602667,0.960672557,0.328759432,0.37453115,-0.282039464,0.968214571,0.669000387,0.342521876,-0.301132411,0.960848629,0.333601564,0.36376664,-0.293633133,0.966512322,0.662249327,0.352509111,-0.269776881,0.953996658,0.340654254,0.370576501,-0.259027898,0.960715353,0.538652778,0.63064152,0.002045288,0.999033928,0.473846883,0.630865097,-0.002119732,0.999485731,0.629573345,0.713357627,-0.190190122,0.995065808,0.382408023,0.715209663,-0.172453105,0.997313678,0.639413953,0.845242262,0.068876073,0.991430819,0.372899145,0.844411492,0.067662247,0.996453524,0.629413426,0.864094138,0.089239828,0.975008011,0.383656323,0.862308979,0.086664781,0.983091176,0.674574077,0.906241536,-0.025423987,0.965735018,0.344493359,0.901716709,-0.025688726,0.975295126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.488449007,0.303025305,-0.615637064,0.999998808,0.502961934,0.288004577,-0.556138456,0.999997616,0.51104337,0.288421631,-0.556068957,0.999995232,0.519713283,0.288970411,-0.556340039,0.999995708,0.476011485,0.287184834,-0.558985114,0.99999845,0.466687322,0.28687045,-0.559096038,0.999997735,0.458590269,0.286529362,-0.559041381,0.999998569,0.534169018,0.299298584,-0.273790896,0.999994159,0.445462286,0.296263337,-0.283259571,0.999998927,0.505809844,0.323131979,-0.516118705,0.999995112,0.471570164,0.32182017,-0.519412458,0.999997973,0.59946382,0.385375381,-0.1053183,0.999497056,0.377914906,0.395013928,-0.152188465,0.999830127,0.770730853,0.398519516,-0.272246361,0.998962045,0.200245813,0.413539439,-0.418278903,0.999597371,0.785981774,0.280856997,-0.518521309,0.995592654,0.205254391,0.291790187,-0.760409474,0.997885644,0.785564125,0.246965647,-0.57456392,0.973913729,0.199544519,0.258206189,-0.844542742,0.984010518,0.767999113,0.24247247,-0.547145844,0.970339835,0.218056917,0.253681839,-0.799382925,0.979864597,0.763085961,0.253341556,-0.518104076,0.958425999,0.227002174,0.264420271,-0.756247461,0.973518372,0.568660378,0.625305176,0.004637132,0.999290943,0.423094571,0.625304222,-0.004899325,0.999753773,0.778173923,0.699129105,-0.46694544,0.99546957,0.22247389,0.712964058,-0.491690755,0.998302817,0.760874391,0.863415301,0.059900906,0.992262125,0.241958946,0.867778361,0.028319838,0.9974491,0.740192115,0.884083807,0.102169365,0.980605781,0.266487181,0.890807509,0.072161019,0.989875734,0.862022996,0.902080894,-0.105664164,0.972569346,0.147686452,0.902467191,-0.118457846,0.983344853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.489857793,0.327977747,-0.221258312,0.999934912,0.495510757,0.313828915,-0.19891344,0.999939203,0.498885572,0.314070612,-0.198926926,0.999892354,0.501538754,0.314561218,-0.199049428,0.999912262,0.484882504,0.314108372,-0.196565822,0.999925733,0.481517524,0.314475328,-0.196592703,0.999855161,0.478314787,0.315024257,-0.196545407,0.999873877,0.504598141,0.323061824,-0.095857173,0.999864936,0.475444645,0.323139399,-0.082397722,0.999842167,0.497294247,0.345101535,-0.184971467,0.999412537,0.484754741,0.345215112,-0.181228369,0.999469459,0.528718948,0.398266435,-0.070855208,0.981090784,0.454131693,0.403924644,-0.048656646,0.981231153,0.551392436,0.311369807,-0.141387463,0.976205945,0.431109488,0.315380216,-0.09807086,0.952793658,0.568250656,0.202298611,-0.224181741,0.969018936,0.411870241,0.209528983,-0.173696265,0.955126107,0.572420657,0.166885242,-0.260220885,0.937113404,0.406205744,0.175153524,-0.209300682,0.906610131,0.568957627,0.165168673,-0.268594831,0.935547471,0.407922387,0.16950196,-0.213549003,0.901831865,0.566992521,0.176703185,-0.233799785,0.928891957,0.411044508,0.182371736,-0.182770193,0.907324314,0.521090269,0.622525215,-0.007615452,0.999266565,0.466091633,0.623699427,0.007588933,0.999432266,0.612899125,0.655914068,-0.170277134,0.981882691,0.372326404,0.662968755,-0.127474129,0.994436383,0.604061127,0.833197713,0.007543531,0.980831087,0.381317228,0.82373178,0.053482555,0.994356215,0.594367981,0.857367516,0.021433754,0.96349746,0.390284657,0.846169114,0.067322724,0.984546602,0.644295931,0.874812126,-0.05652285,0.923034132,0.342865348,0.860772014,0.003096263,0.956755996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.508060336,0.208552405,-0.657558978,0.999999523,0.518329918,0.190644473,-0.593298733,0.999999881,0.523811758,0.19114694,-0.593136549,0.999999285,0.529044509,0.192221045,-0.593348205,0.999999762,0.499937385,0.192266271,-0.609580338,0.999999762,0.492078394,0.194004774,-0.609695852,0.999999285,0.485125721,0.195563316,-0.609698415,0.999999642,0.533164203,0.205808491,-0.292738259,0.999998689,0.46783489,0.204696134,-0.369658858,0.999999404,0.515117943,0.22559388,-0.552084267,0.999999762,0.494404405,0.227652714,-0.574563324,0.999999762,0.589752495,0.325526714,-0.136641249,0.999950886,0.409285545,0.320729345,-0.255040139,0.999833345,0.710361362,0.309485883,-0.351638556,0.989968359,0.278991282,0.299660325,-0.520753324,0.997962356,0.769082785,0.181982011,-0.556258976,0.983537734,0.255753577,0.185228705,-0.70635426,0.993815541,0.780396104,0.150647193,-0.61615032,0.93880409,0.240060613,0.15139696,-0.778425038,0.945750892,0.778302312,0.140166372,-0.610028744,0.923411369,0.251447201,0.15310207,-0.759651423,0.929474533,0.772304595,0.152386189,-0.566501796,0.929492235,0.26129812,0.166286916,-0.712858319,0.926554859,0.536459148,0.548885286,0.073219553,0.999932528,0.445712984,0.55159086,-0.073774569,0.999888897,0.732644022,0.628607512,-0.359008551,0.937487721,0.335230649,0.631753564,-0.537355721,0.927981973,0.774540663,0.774566054,-0.121914551,0.410638988,0.27477929,0.822196126,-0.346317858,0.728833199,0.766036153,0.801089108,-0.10214369,0.720187843,0.275066793,0.851368546,-0.33283338,0.533043683,0.829081237,0.810309231,-0.294897556,0.577298939,0.247187331,0.883579135,-0.550758183,0.674796581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.517079532,0.285077929,-0.241247609,0.999997854,0.521790802,0.26978305,-0.222029984,0.999995828,0.524953961,0.269247681,-0.222006321,0.999993563,0.527151287,0.2689735,-0.222104087,0.999993801,0.512716591,0.27116704,-0.220460355,0.99999702,0.509942055,0.271469027,-0.220509365,0.999995947,0.507132411,0.271721572,-0.220480859,0.99999702,0.531039119,0.274721444,-0.127788007,0.999992132,0.504163384,0.278032422,-0.118108764,0.999997497,0.52353394,0.299221277,-0.207874626,0.999993205,0.511959791,0.300363094,-0.205207855,0.999995112,0.559172273,0.358482301,-0.065529279,0.999570906,0.480274469,0.36179781,-0.066745639,0.999875069,0.620343149,0.389091611,-0.115065321,0.999147058,0.424006283,0.387188226,-0.12228512,0.999640584,0.629749298,0.286368787,-0.205340743,0.996645629,0.415582538,0.289440125,-0.224360451,0.998674035,0.63318038,0.256810665,-0.227884367,0.979759991,0.413645327,0.258309871,-0.250802815,0.990054131,0.626413703,0.254030824,-0.219236836,0.978082299,0.418150455,0.252322316,-0.242711991,0.988171518,0.623223305,0.265640497,-0.205833822,0.969870985,0.420645952,0.264008224,-0.225460202,0.984534144,0.549445391,0.562218547,-0.005139078,0.999001443,0.499620765,0.56135869,0.005056768,0.99970752,0.624204993,0.603466153,-0.219007343,0.992376149,0.422209263,0.607131898,-0.196516618,0.996961653,0.631730497,0.758316517,-0.049638063,0.98688972,0.427545935,0.757309854,-0.032565534,0.994754553,0.623556197,0.784233451,-0.036124367,0.970456541,0.436531126,0.783326685,-0.018979497,0.984231949,0.658734679,0.800211251,-0.118251331,0.962764084,0.395746499,0.792689323,-0.09397836,0.973480701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
